Line #,Key,en Version,ka Version
278,ka.mongoid.hints.time_series.description,Explain what your time series is about,ახსენით რას ეხება თქვენი პერიოდული შედარება
279,ka.mongoid.hints.time_series.public,Select 'Yes' to make your time series available to the world,"მონიშნეთ 'დიახ', რათა თქვენი მონაცემები საჯაროდ ხელმისაწვდომი გახდეს"
280,ka.mongoid.hints.time_series.languages,The languages of your time series are automatically determined by the languages of the datasets,თქვენი პერიოდული შედარების ენები ავტომატურად განისაზღვრება მონაცემთა ენების შესაბამისად
281,ka.mongoid.hints.time_series.default_language,The time series language that is shown by default if no specific language is requested by user,"პერიოდული შედარების ენა, რომელიც ნაჩვენებია მთავარ ენად, თუ სხვა ენა არ არის მოთხოვნილი მომხმარებლის მიერ"
282,ka.mongoid.hints.time_series.category_ids,Assign the time series to one or more categories,მიაკუთვნეთ პერიოდული შედარება ერთ ან მეტ კატეგორიას
283,ka.mongoid.hints.time_series.permalink,"An abbreviated name of the time series that you want to appear in the URL (e.g., 'wms' for 'Welfare Monitoring Survey'). All special characters will be automatically removed.","პერიოდული შედარების შემოკლებული სახელი, რომელიც გსურთ, რომ გამოჩნდეს URL-ში (მაგალითად, 'wms', რომელიც გულისხმობს 'Welfare Monitoring Survey'). ყველა სპეციალური სიმბოლოების ავტომატურად წაიშლება."
284,ka.mongoid.hints.time_series_dataset.dataset_id,Select the dataset to add to this time series,"მონიშნეთ მონაცემები, რათა დაემატოს პერიოდულ შედარებას"
285,ka.mongoid.hints.time_series_dataset.title,"The text that will represent this data set in the time series, most likely a time indicator. For example, if your dataset is from 2015, you could enter 2015; or if it is from January 2015, you can enter January 2015.","ტექსტი, რომელიც აღწერს ამ მონაცემებს პერიოდულ შედარებაში, უმეტესწილად, დროის ინდიკატორი. მაგალითად, თუ თქვენი მონაცემები 2015 წლისაა, შეგიძლიათ შეიყვანოთ '2015'; ან თუ 2015 წლის იანვრისაა, მაშინ - 'იანვარი, 2015'.  "
286,ka.mongoid.hints.time_series_dataset.sort_order,The order the datasets should appear in the time series,პერიოდულ შედარებაში მონაცემების გამოჩენის თანმიმდევრობა
287,ka.mongoid.hints.time_series_question.code,The code of the question as you want it to appear in the time series,"შეკითხვის კოდი, რისი გამოჩენაც გსურთ პერიოდული შედარებაში"
288,ka.mongoid.hints.time_series_question.text,The text of the question as you want it to appear in the time series,"შეკითხვის ტექსტი, რომლის გამოჩენაც გსურთ პერიოდული შედარებაში"
289,ka.mongoid.hints.time_series_question.notes,Any special notes about the question,სპეციფიკური შენიშვნა შეკითხვასთან დაკავშირებით
290,ka.mongoid.hints.time_series_group.title,The group name will appear in the codebook and on the explore page in the question drop-down lists,"ჯგუფის სახელწოდება გამოჩნდება კოდირების დოკუმენტში, მონაცემების გვერდზე და შეკითხვების ჩამოსაშლელ ჩამონათვალში "
